name,value,year,month,date,lastValue,rank
"""LOSER""",23748,2014,12,2015.0,23748,34
"""LOSER""",24528,2015,1,2015.0833333333333,23748,51
"""LOSER""",24793,2015,2,2015.1666666666667,24528,51
"""LOSER""",24816,2015,3,2015.25,24793,51
"""LOSER""",24816,2015,4,2015.3333333333333,24816,51
"""LOSER""",24888,2015,5,2015.4166666666667,24816,51
"""LOSER""",24899,2015,6,2015.5,24888,51
"""LOSER""",24946,2015,7,2015.5833333333333,24899,51
"""LOSER""",25921,2015,8,2015.6666666666667,24946,51
"""LOSER""",26787,2015,9,2015.75,25921,51
"""LOSER""",26787,2015,10,2015.8333333333333,26787,51
"""LOSER""",26787,2015,11,2015.9166666666667,26787,51
"""LOSER""",29190,2015,12,2016.0,26787,51
"""LOSER""",38003,2016,1,2016.0833333333333,29190,111
"""LOSER""",39459,2016,2,2016.1666666666667,38003,111
"""LOSER""",48061,2016,3,2016.25,39459,111
"""LOSER""",55163,2016,4,2016.3333333333333,48061,111
"""LOSER""",55163,2016,5,2016.4166666666667,55163,111
"""LOSER""",60239,2016,6,2016.5,55163,111
"""LOSER""",60239,2016,7,2016.5833333333333,60239,111
"""LOSER""",60239,2016,8,2016.6666666666667,60239,111
"""LOSER""",60239,2016,9,2016.75,60239,111
"""LOSER""",60239,2016,10,2016.8333333333333,60239,111
"""LOSER""",60239,2016,11,2016.9166666666667,60239,111
"""LOSER""",60239,2016,12,2017.0,60239,111
"""LOSER""",60239,2017,1,2017.0833333333333,60239,77
"""LOSER""",60239,2017,2,2017.1666666666667,60239,77
"""LOSER""",60239,2017,3,2017.25,60239,77
"""LOSER""",60239,2017,4,2017.3333333333333,60239,77
"""LOSER""",60239,2017,5,2017.4166666666667,60239,77
"""LOSER""",60239,2017,6,2017.5,60239,77
"""LOSER""",60239,2017,7,2017.5833333333333,60239,77
"""LOSER""",60239,2017,8,2017.6666666666667,60239,77
"""LOSER""",60239,2017,9,2017.75,60239,77
"""LOSER""",132422,2017,10,2017.8333333333333,60239,77
"""LOSER""",132422,2017,11,2017.9166666666667,132422,77
"""LOSER""",216514,2017,12,2018.0,132422,77
"""LOSER""",216514,2018,1,2018.0833333333333,216514,72
"""LOSER""",240529,2018,2,2018.1666666666667,216514,72
"""LOSER""",260166,2018,3,2018.25,240529,72
"""LOSER""",260166,2018,4,2018.3333333333333,260166,72
"""LOSER""",273632,2018,5,2018.4166666666667,260166,72
"""LOSER""",273632,2018,6,2018.5,273632,72
"""LOSER""",294971,2018,7,2018.5833333333333,273632,72
"""LOSER""",294971,2018,8,2018.6666666666667,294971,72
"""LOSER""",343397,2018,9,2018.75,294971,72
"""LOSER""",343397,2018,10,2018.8333333333333,343397,72
"""LOSER""",343397,2018,11,2018.9166666666667,343397,72
"""LOSER""",343397,2018,12,2019.0,343397,72
"""DUMB""",0,2010,1,2010.0833333333333,0,76
"""DUMB""",0,2010,2,2010.1666666666667,0,76
"""DUMB""",0,2010,3,2010.25,0,76
"""DUMB""",0,2010,4,2010.3333333333333,0,76
"""DUMB""",0,2010,5,2010.4166666666667,0,76
"""DUMB""",0,2010,6,2010.5,0,76
"""DUMB""",0,2010,7,2010.5833333333333,0,76
"""DUMB""",0,2010,8,2010.6666666666667,0,76
"""DUMB""",0,2010,9,2010.75,0,76
"""DUMB""",0,2010,10,2010.8333333333333,0,76
"""DUMB""",0,2010,11,2010.9166666666667,0,76
"""DUMB""",0,2010,12,2011.0,0,76
"""DUMB""",0,2011,1,2011.0833333333333,0,9
"""DUMB""",0,2011,2,2011.1666666666667,0,9
"""DUMB""",0,2011,3,2011.25,0,9
"""DUMB""",0,2011,4,2011.3333333333333,0,9
"""DUMB""",0,2011,5,2011.4166666666667,0,9
"""DUMB""",0,2011,6,2011.5,0,9
"""DUMB""",0,2011,7,2011.5833333333333,0,9
"""DUMB""",0,2011,8,2011.6666666666667,0,9
"""DUMB""",0,2011,9,2011.75,0,9
"""DUMB""",0,2011,10,2011.8333333333333,0,9
"""DUMB""",0,2011,11,2011.9166666666667,0,9
"""DUMB""",84,2011,12,2012.0,0,9
"""DUMB""",465,2012,1,2012.0833333333333,84,10
"""DUMB""",465,2012,2,2012.1666666666667,465,10
"""DUMB""",465,2012,3,2012.25,465,10
"""DUMB""",695,2012,4,2012.3333333333333,465,10
"""DUMB""",695,2012,5,2012.4166666666667,695,10
"""DUMB""",695,2012,6,2012.5,695,10
"""DUMB""",695,2012,7,2012.5833333333333,695,10
"""DUMB""",1071,2012,8,2012.6666666666667,695,10
"""DUMB""",1071,2012,9,2012.75,1071,10
"""DUMB""",2011,2012,10,2012.8333333333333,1071,10
"""DUMB""",2785,2012,11,2012.9166666666667,2011,10
"""DUMB""",3699,2012,12,2013.0,2785,10
"""DUMB""",3837,2013,1,2013.0833333333333,3699,8
"""DUMB""",4400,2013,2,2013.1666666666667,3837,8
"""DUMB""",6170,2013,3,2013.25,4400,8
"""DUMB""",9634,2013,4,2013.3333333333333,6170,8
"""DUMB""",19806,2013,5,2013.4166666666667,9634,8
"""DUMB""",21084,2013,6,2013.5,19806,8
"""DUMB""",21868,2013,7,2013.5833333333333,21084,8
"""DUMB""",22245,2013,8,2013.6666666666667,21868,8
"""DUMB""",22739,2013,9,2013.75,22245,8
"""DUMB""",24069,2013,10,2013.8333333333333,22739,8
"""DUMB""",24182,2013,11,2013.9166666666667,24069,8
"""DUMB""",24285,2013,12,2014.0,24182,8
"""DUMB""",24389,2014,1,2014.0833333333333,24285,13
"""DUMB""",25127,2014,2,2014.1666666666667,24389,13
"""DUMB""",25418,2014,3,2014.25,25127,13
"""DUMB""",26213,2014,4,2014.3333333333333,25418,13
"""DUMB""",26268,2014,5,2014.4166666666667,26213,13
"""DUMB""",26294,2014,6,2014.5,26268,13
"""DUMB""",27677,2014,7,2014.5833333333333,26294,13
"""DUMB""",28087,2014,8,2014.6666666666667,27677,13
"""DUMB""",28655,2014,9,2014.75,28087,13
"""DUMB""",28655,2014,10,2014.8333333333333,28655,13
"""DUMB""",31341,2014,11,2014.9166666666667,28655,13
"""DUMB""",31341,2014,12,2015.0,31341,13
"""DUMB""",32136,2015,1,2015.0833333333333,31341,17
"""DUMB""",32136,2015,2,2015.1666666666667,32136,17
"""DUMB""",32136,2015,3,2015.25,32136,17
"""DUMB""",32136,2015,4,2015.3333333333333,32136,17
"""DUMB""",32356,2015,5,2015.4166666666667,32136,17
"""DUMB""",32988,2015,6,2015.5,32356,17
"""DUMB""",33710,2015,7,2015.5833333333333,32988,17
"""DUMB""",40994,2015,8,2015.6666666666667,33710,17
"""DUMB""",41963,2015,9,2015.75,40994,17
"""DUMB""",42416,2015,10,2015.8333333333333,41963,17
"""DUMB""",47282,2015,11,2015.9166666666667,42416,17
"""DUMB""",53669,2015,12,2016.0,47282,17
"""DUMB""",68939,2016,1,2016.0833333333333,53669,14
"""DUMB""",82477,2016,2,2016.1666666666667,68939,14
"""DUMB""",89676,2016,3,2016.25,82477,14
"""DUMB""",93613,2016,4,2016.3333333333333,89676,14
"""DUMB""",110255,2016,5,2016.4166666666667,93613,14
"""DUMB""",121858,2016,6,2016.5,110255,14
"""DUMB""",121858,2016,7,2016.5833333333333,121858,14
"""DUMB""",158893,2016,8,2016.6666666666667,121858,14
"""DUMB""",168417,2016,9,2016.75,158893,14
"""DUMB""",202666,2016,10,2016.8333333333333,168417,14
"""DUMB""",227001,2016,11,2016.9166666666667,202666,14
"""DUMB""",227001,2016,12,2017.0,227001,14
"""DUMB""",227001,2017,1,2017.0833333333333,227001,40
"""DUMB""",227001,2017,2,2017.1666666666667,227001,40
"""DUMB""",264374,2017,3,2017.25,227001,40
"""DUMB""",264374,2017,4,2017.3333333333333,264374,40
"""DUMB""",264374,2017,5,2017.4166666666667,264374,40
"""DUMB""",264374,2017,6,2017.5,264374,40
"""DUMB""",264374,2017,7,2017.5833333333333,264374,40
"""DUMB""",288636,2017,8,2017.6666666666667,264374,40
"""DUMB""",288636,2017,9,2017.75,288636,40
"""DUMB""",288636,2017,10,2017.8333333333333,288636,40
"""DUMB""",288636,2017,11,2017.9166666666667,288636,40
"""DUMB""",304177,2017,12,2018.0,288636,40
"""DUMB""",304177,2018,1,2018.0833333333333,304177,54
"""DUMB""",304177,2018,2,2018.1666666666667,304177,54
"""DUMB""",304177,2018,3,2018.25,304177,54
"""DUMB""",304177,2018,4,2018.3333333333333,304177,54
"""DUMB""",386852,2018,5,2018.4166666666667,304177,54
"""DUMB""",386852,2018,6,2018.5,386852,54
"""DUMB""",386852,2018,7,2018.5833333333333,386852,54
"""DUMB""",409809,2018,8,2018.6666666666667,386852,54
"""DUMB""",456220,2018,9,2018.75,409809,54
"""DUMB""",478298,2018,10,2018.8333333333333,456220,54
"""DUMB""",478298,2018,11,2018.9166666666667,478298,54
"""DUMB""",478298,2018,12,2019.0,478298,54
"""TERRIBLE""",0,2010,1,2010.0833333333333,0,75
"""TERRIBLE""",0,2010,2,2010.1666666666667,0,75
"""TERRIBLE""",0,2010,3,2010.25,0,75
"""TERRIBLE""",0,2010,4,2010.3333333333333,0,75
"""TERRIBLE""",0,2010,5,2010.4166666666667,0,75
"""TERRIBLE""",0,2010,6,2010.5,0,75
"""TERRIBLE""",0,2010,7,2010.5833333333333,0,75
"""TERRIBLE""",0,2010,8,2010.6666666666667,0,75
"""TERRIBLE""",0,2010,9,2010.75,0,75
"""TERRIBLE""",0,2010,10,2010.8333333333333,0,75
"""TERRIBLE""",0,2010,11,2010.9166666666667,0,75
"""TERRIBLE""",0,2010,12,2011.0,0,75
"""TERRIBLE""",0,2011,1,2011.0833333333333,0,4
"""TERRIBLE""",0,2011,2,2011.1666666666667,0,4
"""TERRIBLE""",0,2011,3,2011.25,0,4
"""TERRIBLE""",0,2011,4,2011.3333333333333,0,4
"""TERRIBLE""",0,2011,5,2011.4166666666667,0,4
"""TERRIBLE""",0,2011,6,2011.5,0,4
"""TERRIBLE""",0,2011,7,2011.5833333333333,0,4
"""TERRIBLE""",0,2011,8,2011.6666666666667,0,4
"""TERRIBLE""",209,2011,9,2011.75,0,4
"""TERRIBLE""",209,2011,10,2011.8333333333333,209,4
"""TERRIBLE""",209,2011,11,2011.9166666666667,209,4
"""TERRIBLE""",209,2011,12,2012.0,209,4
"""TERRIBLE""",209,2012,1,2012.0833333333333,209,1
"""TERRIBLE""",736,2012,2,2012.1666666666667,209,1
"""TERRIBLE""",917,2012,3,2012.25,736,1
"""TERRIBLE""",1031,2012,4,2012.3333333333333,917,1
"""TERRIBLE""",1031,2012,5,2012.4166666666667,1031,1
"""TERRIBLE""",1299,2012,6,2012.5,1031,1
"""TERRIBLE""",2057,2012,7,2012.5833333333333,1299,1
"""TERRIBLE""",2597,2012,8,2012.6666666666667,2057,1
"""TERRIBLE""",3015,2012,9,2012.75,2597,1
"""TERRIBLE""",4114,2012,10,2012.8333333333333,3015,1
"""TERRIBLE""",10180,2012,11,2012.9166666666667,4114,1
"""TERRIBLE""",12072,2012,12,2013.0,10180,1
"""TERRIBLE""",12244,2013,1,2013.0833333333333,12072,16
"""TERRIBLE""",13034,2013,2,2013.1666666666667,12244,16
"""TERRIBLE""",13667,2013,3,2013.25,13034,16
"""TERRIBLE""",13902,2013,4,2013.3333333333333,13667,16
"""TERRIBLE""",15764,2013,5,2013.4166666666667,13902,16
"""TERRIBLE""",16747,2013,6,2013.5,15764,16
"""TERRIBLE""",17226,2013,7,2013.5833333333333,16747,16
"""TERRIBLE""",17691,2013,8,2013.6666666666667,17226,16
"""TERRIBLE""",17994,2013,9,2013.75,17691,16
"""TERRIBLE""",18672,2013,10,2013.8333333333333,17994,16
"""TERRIBLE""",19414,2013,11,2013.9166666666667,18672,16
"""TERRIBLE""",19551,2013,12,2014.0,19414,16
"""TERRIBLE""",19582,2014,1,2014.0833333333333,19551,15
"""TERRIBLE""",19594,2014,2,2014.1666666666667,19582,15
"""TERRIBLE""",19886,2014,3,2014.25,19594,15
"""TERRIBLE""",26123,2014,4,2014.3333333333333,19886,15
"""TERRIBLE""",26142,2014,5,2014.4166666666667,26123,15
"""TERRIBLE""",26367,2014,6,2014.5,26142,15
"""TERRIBLE""",28266,2014,7,2014.5833333333333,26367,15
"""TERRIBLE""",28307,2014,8,2014.6666666666667,28266,15
"""TERRIBLE""",28541,2014,9,2014.75,28307,15
"""TERRIBLE""",28765,2014,10,2014.8333333333333,28541,15
"""TERRIBLE""",30584,2014,11,2014.9166666666667,28765,15
"""TERRIBLE""",30775,2014,12,2015.0,30584,15
"""TERRIBLE""",30902,2015,1,2015.0833333333333,30775,13
"""TERRIBLE""",31086,2015,2,2015.1666666666667,30902,13
"""TERRIBLE""",31796,2015,3,2015.25,31086,13
"""TERRIBLE""",31796,2015,4,2015.3333333333333,31796,13
"""TERRIBLE""",32630,2015,5,2015.4166666666667,31796,13
"""TERRIBLE""",32913,2015,6,2015.5,32630,13
"""TERRIBLE""",35352,2015,7,2015.5833333333333,32913,13
"""TERRIBLE""",37872,2015,8,2015.6666666666667,35352,13
"""TERRIBLE""",44208,2015,9,2015.75,37872,13
"""TERRIBLE""",52094,2015,10,2015.8333333333333,44208,13
"""TERRIBLE""",61237,2015,11,2015.9166666666667,52094,13
"""TERRIBLE""",67375,2015,12,2016.0,61237,13
"""TERRIBLE""",84167,2016,1,2016.0833333333333,67375,4
"""TERRIBLE""",89698,2016,2,2016.1666666666667,84167,4
"""TERRIBLE""",94928,2016,3,2016.25,89698,4
"""TERRIBLE""",119876,2016,4,2016.3333333333333,94928,4
"""TERRIBLE""",142193,2016,5,2016.4166666666667,119876,4
"""TERRIBLE""",156740,2016,6,2016.5,142193,4
"""TERRIBLE""",177439,2016,7,2016.5833333333333,156740,4
"""TERRIBLE""",203796,2016,8,2016.6666666666667,177439,4
"""TERRIBLE""",213930,2016,9,2016.75,203796,4
"""TERRIBLE""",263542,2016,10,2016.8333333333333,213930,4
"""TERRIBLE""",294133,2016,11,2016.9166666666667,263542,4
"""TERRIBLE""",442849,2016,12,2017.0,294133,4
"""TERRIBLE""",492116,2017,1,2017.0833333333333,442849,3
"""TERRIBLE""",589452,2017,2,2017.1666666666667,492116,3
"""TERRIBLE""",685716,2017,3,2017.25,589452,3
"""TERRIBLE""",779485,2017,4,2017.3333333333333,685716,3
"""TERRIBLE""",807330,2017,5,2017.4166666666667,779485,3
"""TERRIBLE""",807330,2017,6,2017.5,807330,3
"""TERRIBLE""",837166,2017,7,2017.5833333333333,807330,3
"""TERRIBLE""",837166,2017,8,2017.6666666666667,837166,3
"""TERRIBLE""",837166,2017,9,2017.75,837166,3
"""TERRIBLE""",885664,2017,10,2017.8333333333333,837166,3
"""TERRIBLE""",989720,2017,11,2017.9166666666667,885664,3
"""TERRIBLE""",1035885,2017,12,2018.0,989720,3
"""TERRIBLE""",1084935,2018,1,2018.0833333333333,1035885,3
"""TERRIBLE""",1146577,2018,2,2018.1666666666667,1084935,3
"""TERRIBLE""",1262386,2018,3,2018.25,1146577,3
"""TERRIBLE""",1292743,2018,4,2018.3333333333333,1262386,3
"""TERRIBLE""",1379511,2018,5,2018.4166666666667,1292743,3
"""TERRIBLE""",1507980,2018,6,2018.5,1379511,3
"""TERRIBLE""",1536252,2018,7,2018.5833333333333,1507980,3
"""TERRIBLE""",1646579,2018,8,2018.6666666666667,1536252,3
"""TERRIBLE""",1749220,2018,9,2018.75,1646579,3
"""TERRIBLE""",1801574,2018,10,2018.8333333333333,1749220,3
"""TERRIBLE""",1819151,2018,11,2018.9166666666667,1801574,3
"""TERRIBLE""",1937237,2018,12,2019.0,1819151,3
"""STUPID""",0,2010,1,2010.0833333333333,0,109
"""STUPID""",0,2010,2,2010.1666666666667,0,109
"""STUPID""",0,2010,3,2010.25,0,109
"""STUPID""",0,2010,4,2010.3333333333333,0,109
"""STUPID""",0,2010,5,2010.4166666666667,0,109
"""STUPID""",0,2010,6,2010.5,0,109
"""STUPID""",0,2010,7,2010.5833333333333,0,109
"""STUPID""",0,2010,8,2010.6666666666667,0,109
"""STUPID""",0,2010,9,2010.75,0,109
"""STUPID""",0,2010,10,2010.8333333333333,0,109
"""STUPID""",0,2010,11,2010.9166666666667,0,109
"""STUPID""",0,2010,12,2011.0,0,109
"""STUPID""",0,2011,1,2011.0833333333333,0,10
"""STUPID""",0,2011,2,2011.1666666666667,0,10
"""STUPID""",0,2011,3,2011.25,0,10
"""STUPID""",0,2011,4,2011.3333333333333,0,10
"""STUPID""",0,2011,5,2011.4166666666667,0,10
"""STUPID""",0,2011,6,2011.5,0,10
"""STUPID""",0,2011,7,2011.5833333333333,0,10
"""STUPID""",0,2011,8,2011.6666666666667,0,10
"""STUPID""",0,2011,9,2011.75,0,10
"""STUPID""",0,2011,10,2011.8333333333333,0,10
"""STUPID""",58,2011,11,2011.9166666666667,0,10
"""STUPID""",58,2011,12,2012.0,58,10
"""STUPID""",169,2012,1,2012.0833333333333,58,4
"""STUPID""",169,2012,2,2012.1666666666667,169,4
"""STUPID""",238,2012,3,2012.25,169,4
"""STUPID""",302,2012,4,2012.3333333333333,238,4
"""STUPID""",302,2012,5,2012.4166666666667,302,4
"""STUPID""",458,2012,6,2012.5,302,4
"""STUPID""",608,2012,7,2012.5833333333333,458,4
"""STUPID""",695,2012,8,2012.6666666666667,608,4
"""STUPID""",1270,2012,9,2012.75,695,4
"""STUPID""",1393,2012,10,2012.8333333333333,1270,4
"""STUPID""",1697,2012,11,2012.9166666666667,1393,4
"""STUPID""",7345,2012,12,2013.0,1697,4
"""STUPID""",7625,2013,1,2013.0833333333333,7345,1
"""STUPID""",9812,2013,2,2013.1666666666667,7625,1
"""STUPID""",9960,2013,3,2013.25,9812,1
"""STUPID""",13184,2013,4,2013.3333333333333,9960,1
"""STUPID""",14322,2013,5,2013.4166666666667,13184,1
"""STUPID""",75861,2013,6,2013.5,14322,1
"""STUPID""",76016,2013,7,2013.5833333333333,75861,1
"""STUPID""",76610,2013,8,2013.6666666666667,76016,1
"""STUPID""",78169,2013,9,2013.75,76610,1
"""STUPID""",80547,2013,10,2013.8333333333333,78169,1
"""STUPID""",81524,2013,11,2013.9166666666667,80547,1
"""STUPID""",83099,2013,12,2014.0,81524,1
"""STUPID""",83247,2014,1,2014.0833333333333,83099,1
"""STUPID""",83337,2014,2,2014.1666666666667,83247,1
"""STUPID""",83804,2014,3,2014.25,83337,1
"""STUPID""",84300,2014,4,2014.3333333333333,83804,1
"""STUPID""",84300,2014,5,2014.4166666666667,84300,1
"""STUPID""",84710,2014,6,2014.5,84300,1
"""STUPID""",88813,2014,7,2014.5833333333333,84710,1
"""STUPID""",90020,2014,8,2014.6666666666667,88813,1
"""STUPID""",90795,2014,9,2014.75,90020,1
"""STUPID""",92734,2014,10,2014.8333333333333,90795,1
"""STUPID""",97655,2014,11,2014.9166666666667,92734,1
"""STUPID""",100368,2014,12,2015.0,97655,1
"""STUPID""",100838,2015,1,2015.0833333333333,100368,1
"""STUPID""",100838,2015,2,2015.1666666666667,100838,1
"""STUPID""",100838,2015,3,2015.25,100838,1
"""STUPID""",100838,2015,4,2015.3333333333333,100838,1
"""STUPID""",101077,2015,5,2015.4166666666667,100838,1
"""STUPID""",103972,2015,6,2015.5,101077,1
"""STUPID""",105877,2015,7,2015.5833333333333,103972,1
"""STUPID""",107707,2015,8,2015.6666666666667,105877,1
"""STUPID""",107707,2015,9,2015.75,107707,1
"""STUPID""",114291,2015,10,2015.8333333333333,107707,1
"""STUPID""",114291,2015,11,2015.9166666666667,114291,1
"""STUPID""",116451,2015,12,2016.0,114291,1
"""STUPID""",127395,2016,1,2016.0833333333333,116451,18
"""STUPID""",133994,2016,2,2016.1666666666667,127395,18
"""STUPID""",133994,2016,3,2016.25,133994,18
"""STUPID""",133994,2016,4,2016.3333333333333,133994,18
"""STUPID""",133994,2016,5,2016.4166666666667,133994,18
"""STUPID""",149917,2016,6,2016.5,133994,18
"""STUPID""",159733,2016,7,2016.5833333333333,149917,18
"""STUPID""",206498,2016,8,2016.6666666666667,159733,18
"""STUPID""",206498,2016,9,2016.75,206498,18
"""STUPID""",206498,2016,10,2016.8333333333333,206498,18
"""STUPID""",206498,2016,11,2016.9166666666667,206498,18
"""STUPID""",206498,2016,12,2017.0,206498,18
"""STUPID""",206498,2017,1,2017.0833333333333,206498,46
"""STUPID""",235882,2017,2,2017.1666666666667,206498,46
"""STUPID""",235882,2017,3,2017.25,235882,46
"""STUPID""",235882,2017,4,2017.3333333333333,235882,46
"""STUPID""",235882,2017,5,2017.4166666666667,235882,46
"""STUPID""",235882,2017,6,2017.5,235882,46
"""STUPID""",235882,2017,7,2017.5833333333333,235882,46
"""STUPID""",235882,2017,8,2017.6666666666667,235882,46
"""STUPID""",235882,2017,9,2017.75,235882,46
"""STUPID""",285077,2017,10,2017.8333333333333,235882,46
"""STUPID""",285077,2017,11,2017.9166666666667,285077,46
"""STUPID""",285077,2017,12,2018.0,285077,46
"""STUPID""",285077,2018,1,2018.0833333333333,285077,45
"""STUPID""",313882,2018,2,2018.1666666666667,285077,45
"""STUPID""",344328,2018,3,2018.25,313882,45
"""STUPID""",375370,2018,4,2018.3333333333333,344328,45
"""STUPID""",449828,2018,5,2018.4166666666667,375370,45
"""STUPID""",449828,2018,6,2018.5,449828,45
"""STUPID""",501904,2018,7,2018.5833333333333,449828,45
"""STUPID""",577746,2018,8,2018.6666666666667,501904,45
"""STUPID""",577746,2018,9,2018.75,577746,45
"""STUPID""",600002,2018,10,2018.8333333333333,577746,45
"""STUPID""",618257,2018,11,2018.9166666666667,600002,45
"""STUPID""",618257,2018,12,2019.0,618257,45
"""WEAK""",0,2010,1,2010.0833333333333,0,112
"""WEAK""",0,2010,2,2010.1666666666667,0,112
"""WEAK""",0,2010,3,2010.25,0,112
"""WEAK""",0,2010,4,2010.3333333333333,0,112
"""WEAK""",0,2010,5,2010.4166666666667,0,112
"""WEAK""",0,2010,6,2010.5,0,112
"""WEAK""",0,2010,7,2010.5833333333333,0,112
"""WEAK""",0,2010,8,2010.6666666666667,0,112
"""WEAK""",0,2010,9,2010.75,0,112
"""WEAK""",0,2010,10,2010.8333333333333,0,112
"""WEAK""",0,2010,11,2010.9166666666667,0,112
"""WEAK""",0,2010,12,2011.0,0,112
"""WEAK""",0,2011,1,2011.0833333333333,0,113
"""WEAK""",0,2011,2,2011.1666666666667,0,113
"""WEAK""",0,2011,3,2011.25,0,113
"""WEAK""",0,2011,4,2011.3333333333333,0,113
"""WEAK""",0,2011,5,2011.4166666666667,0,113
"""WEAK""",0,2011,6,2011.5,0,113
"""WEAK""",0,2011,7,2011.5833333333333,0,113
"""WEAK""",0,2011,8,2011.6666666666667,0,113
"""WEAK""",0,2011,9,2011.75,0,113
"""WEAK""",0,2011,10,2011.8333333333333,0,113
"""WEAK""",0,2011,11,2011.9166666666667,0,113
"""WEAK""",0,2011,12,2012.0,0,113
"""WEAK""",0,2012,1,2012.0833333333333,0,3
"""WEAK""",315,2012,2,2012.1666666666667,0,3
"""WEAK""",345,2012,3,2012.25,315,3
"""WEAK""",424,2012,4,2012.3333333333333,345,3
"""WEAK""",424,2012,5,2012.4166666666667,424,3
"""WEAK""",424,2012,6,2012.5,424,3
"""WEAK""",424,2012,7,2012.5833333333333,424,3
"""WEAK""",424,2012,8,2012.6666666666667,424,3
"""WEAK""",786,2012,9,2012.75,424,3
"""WEAK""",786,2012,10,2012.8333333333333,786,3
"""WEAK""",4174,2012,11,2012.9166666666667,786,3
"""WEAK""",7456,2012,12,2013.0,4174,3
"""WEAK""",7456,2013,1,2013.0833333333333,7456,27
"""WEAK""",7745,2013,2,2013.1666666666667,7456,27
"""WEAK""",8941,2013,3,2013.25,7745,27
"""WEAK""",10366,2013,4,2013.3333333333333,8941,27
"""WEAK""",10366,2013,5,2013.4166666666667,10366,27
"""WEAK""",10416,2013,6,2013.5,10366,27
"""WEAK""",10692,2013,7,2013.5833333333333,10416,27
"""WEAK""",10692,2013,8,2013.6666666666667,10692,27
"""WEAK""",11197,2013,9,2013.75,10692,27
"""WEAK""",12467,2013,10,2013.8333333333333,11197,27
"""WEAK""",12566,2013,11,2013.9166666666667,12467,27
"""WEAK""",13353,2013,12,2014.0,12566,27
"""WEAK""",13353,2014,1,2014.0833333333333,13353,41
"""WEAK""",13358,2014,2,2014.1666666666667,13353,41
"""WEAK""",13358,2014,3,2014.25,13358,41
"""WEAK""",13397,2014,4,2014.3333333333333,13358,41
"""WEAK""",13678,2014,5,2014.4166666666667,13397,41
